test_acc,test_prec,test_rec,test_f1,Algorithm,classification
0.7142857142857143,0.6043956043956044,0.7142857142857143,0.6547619047619047,SVM,HER2
0.7142857142857143,0.7971014492753624,0.7142857142857143,0.6086286594761171,SVM,HER2_PR
