test_acc,test_prec,test_rec,test_f1,Algorithm,classification
0.7142857142857143,0.6043956043956044,0.7142857142857143,0.6547619047619047,SVM,HER2
0.8285714285714286,0.686530612244898,0.8285714285714286,0.7508928571428571,Random Forest,HER2_ER
