Algorithm,classification,train_acc,train_prec,train_rec,train_f1,val_acc,val_prec,val_rec,val_f1,test_acc,test_prec,test_rec,test_f1
Naive Bayes,HER2,0.8992537313432836,0.9156327655595337,0.8992537313432836,0.9046619747663401,0.10869565217391304,0.011814744801512287,0.10869565217391304,0.021312872975277068,0.22857142857142856,0.5685856432125088,0.22857142857142856,0.12735792382554367
Decision Tree,HER2,0.9813432835820896,0.9823109493118821,0.9813432835820896,0.9816104685909178,1.0,1.0,1.0,1.0,0.6714285714285714,0.645320197044335,0.6714285714285714,0.6575361708105071
KNN,HER2,0.8694029850746269,0.8536580448045848,0.8694029850746269,0.856872354644687,0.9130434782608695,0.9015840916750927,0.9130434782608695,0.9032091097308489,0.7,0.6015625,0.7,0.6470588235294118
Logistic Regression,HER2,0.9104477611940298,0.9058092254775506,0.9104477611940298,0.9011172377955484,0.9782608695652174,0.9787784679089028,0.9782608695652174,0.9771840987136953,0.7285714285714285,0.6071428571428571,0.7285714285714285,0.6623376623376623
Random Forest,HER2,0.9850746268656716,0.9853330748853137,0.9850746268656716,0.9847571012923292,0.9782608695652174,0.9787784679089028,0.9782608695652174,0.9771840987136953,0.7714285714285715,0.6149068322981367,0.7714285714285715,0.6843317972350231
SVM,HER2,0.9888059701492538,0.9889519792342634,0.9888059701492538,0.9886301671709591,1.0,1.0,1.0,1.0,0.7142857142857143,0.6043956043956044,0.7142857142857143,0.6547619047619047
Naive Bayes,HER2_ER,0.9664179104477612,0.9663276944591889,0.9664179104477612,0.9663568449728734,0.43478260869565216,0.6202046035805627,0.43478260869565216,0.4240777338603426,0.24285714285714285,0.7401360544217687,0.24285714285714285,0.20325274725274722
Decision Tree,HER2_ER,0.7388059701492538,0.7994536724977264,0.7388059701492538,0.7496659156379689,0.782608695652174,0.8465085638998682,0.782608695652174,0.7912353347135956,0.7,0.7599587203302374,0.7,0.7242379402189997
KNN,HER2_ER,0.753731343283582,0.7385212735026168,0.753731343283582,0.7287419775535101,0.7391304347826086,0.7211098398169336,0.7391304347826086,0.714737436476567,0.7285714285714285,0.7193044243891702,0.7285714285714285,0.7238307586133673
Logistic Regression,HER2_ER,0.8992537313432836,0.8990124006831515,0.8992537313432836,0.8964823853034288,0.8478260869565217,0.8533751142446794,0.8478260869565217,0.8367989918084436,0.7428571428571429,0.7747354497354497,0.7428571428571429,0.7566326530612246
Random Forest,HER2_ER,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8285714285714286,0.686530612244898,0.8285714285714286,0.7508928571428571
SVM,HER2_ER,0.7014925373134329,0.49209177990643793,0.7014925373134329,0.5784236711180938,0.6956521739130435,0.4839319470699433,0.6956521739130435,0.5707915273132664,0.8285714285714286,0.686530612244898,0.8285714285714286,0.7508928571428571
Naive Bayes,HER2_ER_PR,0.8805970149253731,0.8810720702045328,0.8805970149253731,0.8807841560757192,0.3695652173913043,0.7758454106280194,0.3695652173913043,0.22454188030257743,0.3142857142857143,0.7913043478260869,0.3142857142857143,0.168
Decision Tree,HER2_ER_PR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6571428571428571,0.6571428571428571,0.6571428571428571,0.6571428571428571
KNN,HER2_ER_PR,0.6455223880597015,0.6351452285019742,0.6455223880597015,0.6345235500629943,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6428571428571429,0.6071428571428571,0.6428571428571429,0.619047619047619
Logistic Regression,HER2_ER_PR,0.996268656716418,0.9963035290835541,0.996268656716418,0.996271639665016,1.0,1.0,1.0,1.0,0.7285714285714285,0.7607142857142857,0.7285714285714285,0.7375196232339091
Random Forest,HER2_ER_PR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7285714285714285,0.8044117647058823,0.7285714285714285,0.6384986993682645
SVM,HER2_ER_PR,0.996268656716418,0.9962915483930044,0.996268656716418,0.9962655551988508,1.0,1.0,1.0,1.0,0.7857142857142857,0.7766203703703703,0.7857142857142857,0.7764366308055628
