test_acc,test_prec,test_rec,test_f1,Algorithm,classification
0.5748502994011976,0.5909710731552197,0.5748502994011976,0.581337383030725,Decision Tree,PR
0.6227544910179641,0.6527309196749078,0.6227544910179641,0.6353900576766341,Random Forest,PR_ER
