test_acc,test_prec,test_rec,test_f1,Algorithm,classification
0.592814371257485,0.5893712574850299,0.592814371257485,0.5910129547854098,Decision Tree,PR
0.6826347305389222,0.6789670658682635,0.6826347305389222,0.6807833575057491,SVM,PR_HER2
0.6766467065868264,0.6394856463983577,0.6766467065868264,0.653848790967683,Random Forest,PR_HER2_ER
