test_acc,test_prec,test_rec,test_f1,Algorithm,classification
0.6586826347305389,0.646448708422571,0.6586826347305389,0.6524452413044233,SVM,HER2
0.7245508982035929,0.5478311669344238,0.7245508982035929,0.6239188290086494,Random Forest,HER2_ER
