test_acc,test_prec,test_rec,test_f1,Algorithm,classification
0.7365269461077845,0.6672369546621044,0.7365269461077845,0.658375643080037,Random Forest,ER
0.6467065868263473,0.5629731103830076,0.6467065868263473,0.5457194276017595,Random Forest,ER_PR
0.6946107784431138,0.704792704667002,0.6946107784431138,0.6995210563286879,SVM,ER_PR_HER2
