test_acc,test_prec,test_rec,test_f1,Algorithm,classification
0.7,0.675,0.7,0.6799999999999999,Random Forest,PR
0.7428571428571429,0.7591836734693876,0.7428571428571429,0.7504916136495083,SVM,PR_ER
