test_acc,test_prec,test_rec,test_f1,Algorithm,classification
0.7571428571428571,0.7489324235086947,0.7571428571428571,0.752901205075118,Random Forest,ER
0.6857142857142857,0.6465331278890601,0.6857142857142857,0.6511574074074075,SVM,ER_PR
0.7428571428571429,0.702576112412178,0.7428571428571429,0.7173645320197043,SVM,ER_PR_HER2
