test_acc,test_prec,test_rec,test_f1,Algorithm,classification
0.7142857142857143,0.6843495487563285,0.7142857142857143,0.697320223636013,SVM,HER2
0.7857142857142857,0.746031746031746,0.7857142857142857,0.7619461877835084,Random Forest,HER2_ER
